랭킹,시도,시군구,N_전력가용량,전력_점수,전력가용량_신규,전력가용량_신규,N_지진,N_홍수,N_산사태,N_해안,N_산불,재해_점수,N_취수여유율,N_냉각일수,냉각_점수,N_발전량,N_접근성,신재생_점수,네트워크_점수,종합_점수
101,부산,기장군,0.2620689655172414,26.21,46650.0,46650.0,0.9103448275862069,0.7827586206896552,0.6448275862068965,0.04827586206896552,0.5241379310344828,67.43,0.8655172413793103,0.10689655172413794,56.21,0.21379310344827587,0.9793103448275862,36.69,12.74,41.874
102,경북,예천군,0.46206896551724136,46.21,842550.0,842550.0,0.25517241379310346,0.35172413793103446,0.16896551724137931,0.596551724137931,0.2482758620689655,30.32,0.027586206896551724,0.5862068965517241,25.1,0.5793103448275863,0.4689655172413793,55.72,67.52,41.777
103,경북,청송군,0.35172413793103446,35.17,431550.0,431550.0,0.4206896551724138,0.46551724137931033,0.7310344827586207,0.596551724137931,0.503448275862069,52.54,0.18620689655172415,0.9310344827586207,48.41,0.2689655172413793,0.5724137931034483,32.97,50.96,41.643
104,경남,거제시,0.4482758620689655,44.83,739750.0,739750.0,0.8896551724137931,0.32068965517241377,0.2896551724137931,0.14482758620689656,0.7517241379310344,51.58,0.9517241379310345,0.027586206896551724,58.21,0.19310344827586207,0.12413793103448276,17.93,5.73,41.52
105,경북,봉화군,0.3793103448275862,37.93,601175.0,601175.0,0.6344827586206897,0.15172413793103448,0.15517241379310345,0.596551724137931,0.14482758620689656,34.98,0.034482758620689655,0.9655172413793104,40.69,0.5448275862068965,0.19310344827586207,47.45,66.24,41.211
106,경북,울진군,0.3310344827586207,33.1,417850.0,417850.0,0.6758620689655173,0.4103448275862069,0.08275862068965517,0.04827586206896552,0.013793103448275862,33.34,0.5310344827586206,0.7655172413793103,62.48,0.3103448275862069,0.696551724137931,38.76,51.59,41.083
107,부산,금정구,0.2689655172413793,26.9,47450.0,47450.0,0.7862068965517242,0.8620689655172413,0.7137931034482758,0.596551724137931,0.32413793103448274,71.32,0.8655172413793103,0.10689655172413794,56.21,0.09655172413793103,0.8758620689655172,25.24,17.2,40.828
108,전북,무주군,0.42758620689655175,42.76,698750.0,698750.0,0.23448275862068965,0.4793103448275862,0.1793103448275862,0.596551724137931,0.23448275862068965,33.06,0.06206896551724138,0.9862068965517241,43.17,0.2482758620689655,0.8896551724137931,37.66,59.87,40.736
109,부산,남구,0.2896551724137931,28.97,113250.0,113250.0,0.8758620689655172,0.696551724137931,0.8344827586206897,0.04827586206896552,0.7172413793103448,70.26,0.8655172413793103,0.10689655172413794,56.21,0.07586206896551724,0.8551724137931035,23.17,8.92,40.512
110,전남,화순군,0.1310344827586207,13.1,0.0,0.0,0.7103448275862069,0.07241379310344828,0.16896551724137931,0.596551724137931,0.496551724137931,39.69,0.7310344827586207,0.6620689655172414,70.34,0.7241379310344828,0.15862068965517243,61.1,30.57,40.342
111,경북,청도군,0.5655172413793104,56.55,1106000.0,1106000.0,0.16551724137931034,0.46551724137931033,0.7689655172413793,0.596551724137931,0.2206896551724138,42.26,0.20344827586206896,0.39655172413793105,28.07,0.2,0.3586206896551724,23.17,36.94,40.34
112,충남,예산군,0.1310344827586207,13.1,0.0,0.0,0.6689655172413793,0.36551724137931035,0.30689655172413793,0.596551724137931,0.6275862068965518,50.4,0.27586206896551724,0.8896551724137931,52.14,0.4827586206896552,0.7241379310344828,53.1,92.36,40.332
113,충남,계룡시,0.1310344827586207,13.1,0.0,0.0,0.38620689655172413,0.7965517241379311,0.6137931034482759,0.596551724137931,0.8482758620689655,61.91,0.7896551724137931,0.9241379310344827,84.34,0.013793103448275862,0.496551724137931,11.03,78.98,39.993
114,전남,무안군,0.1310344827586207,13.1,0.0,0.0,0.9379310344827586,0.4103448275862069,0.5310344827586206,0.596551724137931,0.6344827586206897,64.2,0.43103448275862066,0.31724137931034485,38.55,0.8344827586206897,0.04827586206896552,67.72,24.2,39.892
115,전북,남원시,0.1310344827586207,13.1,0.0,0.0,0.5310344827586206,0.006896551724137931,0.04827586206896552,0.596551724137931,0.30344827586206896,27.88,0.3586206896551724,0.9172413793103448,58.21,0.8896551724137931,0.42758620689655175,79.72,42.04,39.849
116,전남,영광군,0.1310344827586207,13.1,0.0,0.0,0.9172413793103448,0.2413793103448276,0.7,0.14482758620689656,0.6137931034482759,56.9,0.41379310344827586,0.05517241379310345,27.03,0.9310344827586207,0.43448275862068964,83.17,36.31,39.822
117,광주,광산구,0.1310344827586207,13.1,0.0,0.0,0.7517241379310344,0.2793103448275862,0.6896551724137931,0.596551724137931,0.803448275862069,60.41,0.2482758620689655,0.42758620689655175,32.0,0.7034482758620689,0.9172413793103448,74.62,33.76,39.68
118,전남,강진군,0.1310344827586207,13.1,0.0,0.0,0.9275862068965517,0.603448275862069,0.45517241379310347,0.596551724137931,0.8275862068965517,69.71,0.6206896551724138,0.32413793103448274,50.21,0.6620689655172414,0.013793103448275862,53.24,7.64,39.6
119,전남,영암군,0.1310344827586207,13.1,0.0,0.0,0.9448275862068966,0.7965517241379311,0.4689655172413793,0.596551724137931,0.8896551724137931,76.27,0.1310344827586207,0.3310344827586207,21.1,0.903448275862069,0.027586206896551724,72.83,18.47,39.55
120,경남,하동군,0.27586206896551724,27.59,58650.0,58650.0,0.5379310344827586,0.034482758620689655,0.006896551724137931,0.596551724137931,0.12413793103448276,25.82,0.35172413793103446,0.2482758620689655,31.03,0.8068965517241379,0.7793103448275862,80.14,29.3,38.519
121,전남,구례군,0.1310344827586207,13.1,0.0,0.0,0.5862068965517241,0.7586206896551724,0.034482758620689655,0.596551724137931,0.27586206896551724,48.47,0.9310344827586207,0.8482758620689655,89.79,0.11724137931034483,0.4482758620689655,18.34,38.22,37.818
122,부산,사하구,0.1310344827586207,13.1,0.0,0.0,0.8413793103448276,0.6689655172413793,0.8137931034482758,0.596551724137931,0.8793103448275862,76.62,0.8655172413793103,0.10689655172413794,56.21,0.1310344827586207,0.9862068965517241,30.21,10.83,37.735
123,경남,사천시,0.3586206896551724,35.86,494450.0,494450.0,0.7241379310344828,0.1310344827586207,0.07586206896551724,0.14482758620689656,0.2413793103448276,31.28,0.506896551724138,0.21724137931034482,39.1,0.3931034482758621,0.9103448275862069,49.66,22.29,37.675
124,경남,산청군,0.41379310344827586,41.38,686375.0,686375.0,0.31724137931034485,0.4103448275862069,0.013793103448275862,0.596551724137931,0.027586206896551724,27.95,0.05517241379310345,0.7931034482758621,35.03,0.3448275862068966,0.7931034482758621,43.45,37.58,37.649
125,울산,울주군,0.1310344827586207,13.1,0.0,0.0,0.42758620689655175,0.696551724137931,0.6793103448275862,0.596551724137931,0.041379310344827586,52.18,0.32068965517241377,0.17586206896551723,26.28,0.7793103448275862,0.9310344827586207,80.97,19.11,37.426
126,부산,영도구,0.1310344827586207,13.1,0.0,0.0,0.896551724137931,0.9379310344827586,0.8551724137931035,0.596551724137931,0.6413793103448275,83.24,0.8655172413793103,0.10689655172413794,56.21,0.034482758620689655,0.903448275862069,20.83,7.01,36.992
127,전북,순창군,0.296551724137931,29.66,121875.0,121875.0,0.4689655172413793,0.2413793103448276,0.6275862068965518,0.596551724137931,0.46206896551724136,45.6,0.2206896551724138,0.8206896551724138,46.07,0.2896551724137931,0.296551724137931,29.1,44.59,36.763
128,부산,부산진구,0.1310344827586207,13.1,0.0,0.0,0.8068965517241379,0.8241379310344827,0.8862068965517241,0.596551724137931,0.9137931034482759,81.48,0.8655172413793103,0.10689655172413794,56.21,0.020689655172413793,0.8689655172413793,19.03,13.38,36.6
129,충남,공주시,0.1310344827586207,13.1,0.0,0.0,0.4827586206896552,0.32068965517241377,0.27586206896551724,0.596551724137931,0.4689655172413793,41.12,0.14482758620689656,0.7310344827586207,37.93,0.6,0.5586206896551724,59.17,86.62,36.563
130,부산,사상구,0.1310344827586207,13.1,0.0,0.0,0.7448275862068966,0.7586206896551724,0.8862068965517241,0.596551724137931,0.8793103448275862,77.5,0.8655172413793103,0.10689655172413794,56.21,0.05517241379310345,0.8620689655172413,21.66,15.29,36.424
131,부산,서구,0.1310344827586207,13.1,0.0,0.0,0.8344827586206897,0.8241379310344827,0.8344827586206897,0.596551724137931,0.6931034482758621,78.63,0.8655172413793103,0.10689655172413794,56.21,0.006896551724137931,0.9655172413793104,19.86,12.1,36.131
132,전남,고흥군,0.1310344827586207,13.1,0.0,0.0,0.503448275862069,0.013793103448275862,0.05517241379310345,0.14482758620689656,0.5448275862068965,24.84,0.9379310344827586,0.06206896551724138,58.76,0.896551724137931,0.034482758620689655,72.41,6.37,36.107
133,전남,여수시,0.1310344827586207,13.1,0.0,0.0,0.7586206896551724,0.8241379310344827,0.020689655172413793,0.14482758620689656,0.7724137931034483,55.61,0.4724137931034483,0.020689655172413793,29.17,0.8620689655172413,0.041379310344827586,69.79,3.82,35.692
134,전남,순천시,0.1310344827586207,13.1,0.0,0.0,0.5448275862068965,0.7827586206896552,0.041379310344827586,0.596551724137931,0.11724137931034483,46.09,0.11724137931034483,0.2896551724137931,18.62,0.8413793103448276,0.6482758620689655,80.28,24.84,34.825
135,전남,곡성군,0.30344827586206896,30.34,148125.0,148125.0,0.6827586206896552,0.696551724137931,0.4379310344827586,0.596551724137931,0.5310344827586206,60.88,0.09655172413793103,0.4482758620689655,23.72,0.27586206896551724,0.22758620689655173,26.62,38.85,34.809
136,부산,북구,0.1310344827586207,13.1,0.0,0.0,0.7379310344827587,0.7586206896551724,0.7310344827586207,0.596551724137931,0.09310344827586207,64.76,0.8655172413793103,0.10689655172413794,56.21,0.04827586206896552,0.8,19.86,16.56,33.58
137,경남,의령군,0.41379310344827586,41.38,686375.0,686375.0,0.0896551724137931,0.08620689655172414,0.5206896551724138,0.596551724137931,0.5172413793103449,28.71,0.12413793103448276,0.33793103448275863,20.97,0.3724137931034483,0.2896551724137931,35.59,34.39,33.255
138,경남,통영시,0.3103448275862069,31.03,314650.0,314650.0,0.9758620689655172,0.32068965517241377,0.31724137931034485,0.14482758620689656,0.7793103448275862,55.05,0.5448275862068965,0.04827586206896552,34.62,0.20689655172413793,0.18620689655172415,20.28,5.1,33.106
139,전남,광양시,0.1310344827586207,13.1,0.0,0.0,0.5586206896551724,0.3,0.027586206896551724,0.596551724137931,0.5103448275862069,38.39,0.43103448275862066,0.30689655172413793,38.14,0.5310344827586206,0.7448275862068966,57.38,26.11,32.674
140,전남,장흥군,0.1310344827586207,13.1,0.0,0.0,0.8,0.4103448275862069,0.21379310344827587,0.596551724137931,0.7310344827586207,54.88,0.15172413793103448,0.6413793103448275,34.76,0.503448275862069,0.020689655172413793,40.69,14.65,31.384
141,전남,보성군,0.1310344827586207,13.1,0.0,0.0,0.43448275862068964,0.5482758620689655,0.11379310344827587,0.596551724137931,0.4482758620689655,42.1,0.3724137931034483,0.4068965517241379,38.62,0.5586206896551724,0.0896551724137931,46.48,20.38,31.047
142,전남,장성군,0.1310344827586207,13.1,0.0,0.0,0.5241379310344828,0.5275862068965518,0.4862068965517241,0.596551724137931,0.5724137931034483,53.19,0.041379310344827586,0.503448275862069,22.62,0.43448275862068964,0.5517241379310345,45.79,40.13,30.914
143,전남,함평군,0.1310344827586207,13.1,0.0,0.0,0.8275862068965517,0.36551724137931035,0.6655172413793103,0.596551724137931,0.05517241379310345,55.46,0.1793103448275862,0.5172413793103449,31.45,0.35172413793103446,0.33793103448275863,34.9,31.85,30.54
144,전남,담양군,0.1310344827586207,13.1,0.0,0.0,0.5793103448275863,0.8620689655172413,0.4862068965517241,0.596551724137931,0.8413793103448276,66.77,0.07586206896551724,0.2,12.55,0.2413793103448276,0.38620689655172413,27.03,41.4,27.928
